Lemma	Wordlist	Rank	SFI	U	D	F	Rank	Coverage	Cumulative					
ignoble			34.794	0.30	0.9679	86	"21,845"	0.0000	0.98					
chlamydia			34.794	0.30	0.9429	88	"21,698"	0.0000	0.98					
squiggle			34.794	0.30	0.9684	86	"21,845"	0.0000	0.98					
thrice			34.793	0.30	0.8003	101	"20,969"	0.0000	0.98					
guacamole			34.791	0.30	0.9678	86	"21,845"	0.0000	0.98					
unmentionable			34.790	0.30	0.9668	86	"21,845"	0.0000	0.98					
countrywide			34.790	0.30	0.9937	84	"21,975"	0.0000	0.98					
surreptitious			34.789	0.30	0.8287	98	"21,126"	0.0000	0.98					
tabby			34.789	0.30	0.9667	86	"21,845"	0.0000	0.98					
sensationalism			34.787	0.30	0.9177	90	"21,578"	0.0000	0.98					
camisole			34.786	0.30	0.5913	129	"19,535"	0.0000	0.98					
holdover			34.786	0.30	0.8408	97	"21,179"	0.0000	0.98					
undiagnosed			34.784	0.30	0.9654	86	"21,845"	0.0000	0.98					
stoutly			34.780	0.30	0.7432	107	"20,619"	0.0000	0.98					
annoyingly			34.780	0.30	0.7605	105	"20,751"	0.0000	0.98					
gamely			34.779	0.30	0.9383	88	"21,698"	0.0000	0.98					
psychopathic			34.776	0.30	0.9378	88	"21,698"	0.0000	0.98					
ureter			34.775	0.30	0.7370	108	"20,565"	0.0000	0.98					
viscount			34.773	0.30	0.7626	105	"20,751"	0.0000	0.98					
gaff			34.773	0.30	0.7709	104	"20,801"	0.0000	0.98					
mislay			34.773	0.30	0.8160	99	"21,070"	0.0000	0.98					
brawny			34.773	0.30	0.9889	84	"21,975"	0.0000	0.98					
umpteenth			34.773	0.30	0.9889	84	"21,975"	0.0000	0.98					
afterword			34.772	0.30	0.9371	88	"21,698"	0.0000	0.98					
fibroblast			34.771	0.30	0.0000	622	"10,421"	0.0000	0.97					
xenophobic			34.769	0.30	0.9369	88	"21,698"	0.0000	0.98					
equidistant			34.769	0.30	0.9488	87	"21,780"	0.0000	0.98					
frustratingly			34.765	0.30	0.9110	90	"21,578"	0.0000	0.98					
pretrial			34.764	0.30	0.7944	102	"20,923"	0.0000	0.98					
boorish			34.764	0.30	0.9867	84	"21,975"	0.0000	0.98					
smallholding			34.762	0.30	0.7434	107	"20,619"	0.0000	0.98					
prig			34.762	0.30	0.9998	83	"22,036"	0.0000	0.98					
cranium			34.760	0.30	0.9856	84	"21,975"	0.0000	0.98					
mailroom			34.759	0.30	0.8878	92	"21,473"	0.0000	0.98					
glutathione			34.757	0.30	0.0000	620	"10,445"	0.0000	0.97					
sublimation			34.756	0.30	0.9984	83	"22,036"	0.0000	0.98					
nonsmoker			34.756	0.30	0.9024	91	"21,522"	0.0000	0.98					
furtherance			34.755	0.30	0.7565	106	"20,684"	0.0000	0.98					
unimpressive			34.752	0.30	0.8851	92	"21,473"	0.0000	0.98					
kingpin			34.751	0.30	0.8981	91	"21,522"	0.0000	0.98					
apostate			34.749	0.30	0.9564	86	"21,845"	0.0000	0.98					
inconsistently			34.748	0.30	0.8744	93	"21,419"	0.0000	0.98					
hacksaw			34.746	0.30	0.9560	86	"21,845"	0.0000	0.98					
concubine			34.745	0.30	0.9186	89	"21,638"	0.0000	0.98					
dodger			34.745	0.30	0.5837	134	"19,311"	0.0000	0.98					
inky			34.745	0.30	0.8384	96	"21,234"	0.0000	0.98					
riverboat			34.743	0.30	0.9687	85	"21,914"	0.0000	0.98					
yuk			34.743	0.30	0.9554	86	"21,845"	0.0000	0.98					
lordly			34.741	0.30	0.9542	86	"21,845"	0.0000	0.98					
multivitamin			34.741	0.30	0.6105	129	"19,535"	0.0000	0.98					
magnanimous			34.741	0.30	0.9177	89	"21,638"	0.0000	0.98					
copywriter			34.741	0.30	0.8824	92	"21,473"	0.0000	0.98					
candidature			34.741	0.30	0.9943	83	"22,036"	0.0000	0.98					
chipmunk			34.740	0.30	0.9808	84	"21,975"	0.0000	0.98					
voyeur			34.740	0.30	0.9672	85	"21,914"	0.0000	0.98					
poliomyelitis			34.740	0.30	0.8087	99	"21,070"	0.0000	0.98					
sumo			34.738	0.30	0.8733	93	"21,419"	0.0000	0.98					
dumpy			34.737	0.30	0.8590	94	"21,362"	0.0000	0.98					
windpipe			34.734	0.30	0.9161	89	"21,638"	0.0000	0.98					
deadbeat			34.734	0.30	0.7190	110	"20,477"	0.0000	0.98					
heterosexuality			34.733	0.30	0.8920	91	"21,522"	0.0000	0.98					
oilman			34.732	0.30	0.7804	102	"20,923"	0.0000	0.98					
bloomer			34.731	0.30	0.9270	88	"21,698"	0.0000	0.98					
intrauterine			34.730	0.30	0.3728	181	"17,465"	0.0000	0.98					
muggy			34.730	0.30	0.9648	85	"21,914"	0.0000	0.98					
quarto			34.727	0.30	0.8567	94	"21,362"	0.0000	0.98					
sloop			34.726	0.30	0.9504	86	"21,845"	0.0000	0.98					
norepinephrine			34.726	0.30	0.6863	113	"20,327"	0.0000	0.98					
metamorphism			34.726	0.30	0.7508	105	"20,751"	0.0000	0.98					
halcyon			34.725	0.30	0.9503	86	"21,845"	0.0000	0.98					
bedridden			34.725	0.30	0.9379	87	"21,780"	0.0000	0.98					
superfamily			34.723	0.30	0.6439	119	"20,008"	0.0000	0.98					
retractable			34.723	0.30	0.8678	93	"21,419"	0.0000	0.98					
trailblazer			34.722	0.30	0.9506	86	"21,845"	0.0000	0.98					
tardy			34.721	0.30	0.9891	83	"22,036"	0.0000	0.98					
endometriosis			34.720	0.30	0.7413	106	"20,684"	0.0000	0.98					
noncommittal			34.720	0.30	0.8771	92	"21,473"	0.0000	0.98					
garrulous			34.719	0.30	0.9886	83	"22,036"	0.0000	0.98					
acclamation			34.719	0.30	0.9623	85	"21,914"	0.0000	0.98					
promissory			34.719	0.30	0.5949	130	"19,486"	0.0000	0.98					
manageress			34.718	0.30	0.9253	88	"21,698"	0.0000	0.98					
bobbin			34.717	0.30	0.8455	95	"21,293"	0.0000	0.98					
gerund			34.717	0.30	0.2388	241	"15,693"	0.0000	0.98					
antiretroviral			34.717	0.30	0.8563	94	"21,362"	0.0000	0.98					
discomfit			34.717	0.30	0.8424	95	"21,293"	0.0000	0.98					
hutch			34.716	0.30	0.8990	90	"21,578"	0.0000	0.98					
doleful			34.716	0.30	0.8867	91	"21,522"	0.0000	0.98					
curvy			34.715	0.30	0.8434	95	"21,293"	0.0000	0.98					
plasterboard			34.715	0.30	0.9357	87	"21,780"	0.0000	0.98					
politick			34.715	0.30	0.8664	93	"21,419"	0.0000	0.98					
silkworm			34.714	0.30	0.7840	101	"20,969"	0.0000	0.98					
behaviorist			34.714	0.30	0.9104	89	"21,638"	0.0000	0.98					
doomsday			34.713	0.30	0.8474	95	"21,293"	0.0000	0.98					
overstock			34.713	0.30	0.9106	89	"21,638"	0.0000	0.98					
disablement			34.712	0.30	0.7816	102	"20,923"	0.0000	0.98					
dilettante			34.712	0.30	0.9733	84	"21,975"	0.0000	0.98					
carload			34.712	0.30	0.9102	89	"21,638"	0.0000	0.98					
homoclinic			34.709	0.30	0.9464	86	"21,845"	0.0000	0.98					
acetyl			34.709	0.30	0.9999	82	"22,118"	0.0000	0.98					
vane			34.709	0.30	0.9334	87	"21,780"	0.0000	0.98					
outspend			34.709	0.30	0.8476	95	"21,293"	0.0000	0.98					
dinky			34.707	0.30	0.9993	82	"22,118"	0.0000	0.98					
adjudge			34.706	0.30	0.9991	82	"22,118"	0.0000	0.98					
winemaking			34.705	0.30	0.9092	89	"21,638"	0.0000	0.98					
womanizer			34.704	0.30	0.9326	87	"21,780"	0.0000	0.98					
diddle			34.704	0.30	0.8338	96	"21,234"	0.0000	0.98					
reducible			34.703	0.30	0.7210	108	"20,565"	0.0000	0.98					
unhurt			34.701	0.30	0.8987	90	"21,578"	0.0000	0.98					
pushover			34.698	0.29	0.8955	90	"21,578"	0.0000	0.98					
ensign			34.697	0.29	0.9829	83	"22,036"	0.0000	0.98					
millennial			34.697	0.29	0.7641	103	"20,867"	0.0000	0.98					
ellipsis			34.697	0.29	0.7360	106	"20,684"	0.0000	0.98					
outfall			34.697	0.29	0.9565	85	"21,914"	0.0000	0.98					
eyewear			34.696	0.29	0.7514	106	"20,684"	0.0000	0.98					
cartography			34.696	0.29	0.9691	84	"21,975"	0.0000	0.98					
orc			34.695	0.29	0.5855	127	"19,636"	0.0000	0.98					
phonecall			34.694	0.29	0.6224	121	"19,933"	0.0000	0.98					
stagecoach			34.694	0.29	0.7066	110	"20,477"	0.0000	0.98					
undergarment			34.693	0.29	0.9427	86	"21,845"	0.0000	0.98					
schoolfriend			34.693	0.29	0.9049	89	"21,638"	0.0000	0.98					
clapboard			34.692	0.29	0.9291	87	"21,780"	0.0000	0.98					
tankard			34.691	0.29	0.4854	147	"18,712"	0.0000	0.98					
destabilization			34.690	0.29	0.8293	96	"21,234"	0.0000	0.98					
thoracic			34.689	0.29	0.7030	110	"20,477"	0.0000	0.98					
mallard			34.688	0.29	0.9177	88	"21,698"	0.0000	0.98					
snazzy			34.688	0.29	0.5641	131	"19,432"	0.0000	0.98					
dandruff			34.684	0.29	0.9404	86	"21,845"	0.0000	0.98					
lackey			34.684	0.29	0.9148	88	"21,698"	0.0000	0.98					
antacid			34.683	0.29	0.8407	95	"21,293"	0.0000	0.98					
alveolus			34.682	0.29	0.9395	86	"21,845"	0.0000	0.98					
sportsmanship			34.682	0.29	0.9154	88	"21,698"	0.0000	0.98					
contractually			34.682	0.29	0.7678	103	"20,867"	0.0000	0.98					
quartermaster			34.682	0.29	0.8067	98	"21,126"	0.0000	0.98					
dissolute			34.681	0.29	0.9924	82	"22,118"	0.0000	0.98					
sinusoidal			34.681	0.29	0.5273	138	"19,109"	0.0000	0.98					
theocracy			34.681	0.29	0.9658	84	"21,975"	0.0000	0.98					
unimpaired			34.680	0.29	0.8787	91	"21,522"	0.0000	0.98					
bollard			34.679	0.29	0.9166	88	"21,698"	0.0000	0.98					
boathouse			34.678	0.29	0.5229	138	"19,109"	0.0000	0.98					
underbelly			34.677	0.29	0.9510	85	"21,914"	0.0000	0.98					
paganism			34.676	0.29	0.7950	99	"21,070"	0.0000	0.98					
inequitable			34.675	0.29	0.9387	86	"21,845"	0.0000	0.98					
notational			34.675	0.29	0.4847	147	"18,712"	0.0000	0.98					
milliliter			34.675	0.29	0.6718	114	"20,279"	0.0000	0.98					
tam			34.673	0.29	0.6911	111	"20,428"	0.0000	0.98					
syncopate			34.672	0.29	0.9626	84	"21,975"	0.0000	0.98					
matchstick			34.671	0.29	0.6822	112	"20,375"	0.0000	0.98					
smiley			34.669	0.29	0.9124	88	"21,698"	0.0000	0.98					
rower			34.667	0.29	0.9496	85	"21,914"	0.0000	0.98					
symmetrically			34.666	0.29	0.7214	107	"20,619"	0.0000	0.98					
cartographer			34.665	0.29	0.8547	93	"21,419"	0.0000	0.98					
whereof			34.665	0.29	0.8648	92	"21,473"	0.0000	0.98					
signalman			34.665	0.29	0.8997	89	"21,638"	0.0000	0.98					
threateningly			34.665	0.29	0.7277	106	"20,684"	0.0000	0.98					
pinkish			34.664	0.29	0.7733	101	"20,969"	0.0000	0.98					
canonize			34.664	0.29	0.6092	123	"19,838"	0.0000	0.98					
shaper			34.663	0.29	0.9480	85	"21,914"	0.0000	0.98					
grapheme			34.663	0.29	0.9100	88	"21,698"	0.0000	0.98					
arithmetical			34.663	0.29	0.9230	87	"21,780"	0.0000	0.98					
limerick			34.661	0.29	0.9608	84	"21,975"	0.0000	0.98					
unexploded			34.659	0.29	0.9340	86	"21,845"	0.0000	0.98					
emanation			34.659	0.29	0.9592	84	"21,975"	0.0000	0.98					
neophyte			34.658	0.29	0.8847	90	"21,578"	0.0000	0.98					
busload			34.657	0.29	0.9094	88	"21,698"	0.0000	0.98					
individuation			34.656	0.29	0.8520	93	"21,419"	0.0000	0.98					
seaplane			34.656	0.29	1.0000	81	"22,204"	0.0000	0.98					
chamberlain			34.654	0.29	0.9854	82	"22,118"	0.0000	0.98					
rescission			34.654	0.29	0.6736	115	"20,235"	0.0000	0.98					
hydra			34.654	0.29	0.6930	110	"20,477"	0.0000	0.98					
smooch			34.653	0.29	0.8723	91	"21,522"	0.0000	0.98					
spasmodic			34.652	0.29	0.9988	81	"22,204"	0.0000	0.98					
pied			34.652	0.29	0.7828	100	"21,018"	0.0000	0.98					
distinctness			34.651	0.29	0.8718	91	"21,522"	0.0000	0.98					
domestication			34.651	0.29	0.9845	82	"22,118"	0.0000	0.98					
mufti			34.650	0.29	0.7986	98	"21,126"	0.0000	0.98					
ashen			34.648	0.29	0.6142	121	"19,933"	0.0000	0.98					
hackney			34.647	0.29	0.9833	82	"22,118"	0.0000	0.98					
winsome			34.645	0.29	0.9558	84	"21,975"	0.0000	0.98					
escapee			34.642	0.29	0.9184	87	"21,780"	0.0000	0.98					
medallist			34.642	0.29	0.6038	126	"19,691"	0.0000	0.98					
banishment			34.641	0.29	0.8928	89	"21,638"	0.0000	0.98					
wonk			34.640	0.29	0.7609	102	"20,923"	0.0000	0.98					
bubonic			34.637	0.29	0.9165	87	"21,780"	0.0000	0.98					
honoree			34.637	0.29	0.8071	97	"21,179"	0.0000	0.98					
playable			34.636	0.29	0.9405	85	"21,914"	0.0000	0.98					
armadillo			34.636	0.29	0.9668	83	"22,036"	0.0000	0.98					
sinker			34.634	0.29	0.7770	100	"21,018"	0.0000	0.98					
staffroom			34.634	0.29	0.9280	86	"21,845"	0.0000	0.98					
wingspan			34.632	0.29	0.9147	87	"21,780"	0.0000	0.98					
muffler			34.632	0.29	0.9396	85	"21,914"	0.0000	0.98					
neurosurgeon			34.630	0.29	0.9662	83	"22,036"	0.0000	0.98					
phallus			34.630	0.29	0.9651	83	"22,036"	0.0000	0.98					
lamprey			34.629	0.29	0.9138	87	"21,780"	0.0000	0.98					
pushup			34.629	0.29	0.9387	85	"21,914"	0.0000	0.98					
dimorphism			34.627	0.29	0.7661	101	"20,969"	0.0000	0.98					
adulterer			34.626	0.29	0.9920	81	"22,204"	0.0000	0.98					
paisley			34.626	0.29	0.9514	84	"21,975"	0.0000	0.98					
unpromising			34.625	0.29	0.9918	81	"22,204"	0.0000	0.98					
occlude			34.623	0.29	0.7127	107	"20,619"	0.0000	0.98					
nutritionally			34.623	0.29	0.9635	83	"22,036"	0.0000	0.98					
pinhole			34.621	0.29	0.8880	89	"21,638"	0.0000	0.98					
brownstone			34.620	0.29	0.9903	81	"22,204"	0.0000	0.98					
centromere			34.619	0.29	0.5890	125	"19,744"	0.0000	0.98					
debauch			34.619	0.29	0.9900	81	"22,204"	0.0000	0.98					
pedlar			34.618	0.29	0.8984	88	"21,698"	0.0000	0.98					
misleadingly			34.616	0.29	0.9755	82	"22,118"	0.0000	0.98					
jive			34.615	0.29	0.9486	84	"21,975"	0.0000	0.98					
aught			34.614	0.29	0.6728	112	"20,375"	0.0000	0.98					
cutaneous			34.611	0.29	0.8300	94	"21,362"	0.0000	0.98					
pitchfork			34.611	0.29	0.7612	101	"20,969"	0.0000	0.98					
curtailment			34.611	0.29	0.8769	90	"21,578"	0.0000	0.98					
beekeeper			34.608	0.29	0.7508	103	"20,867"	0.0000	0.98					
excision			34.608	0.29	0.3663	178	"17,575"	0.0000	0.98					
welterweight			34.604	0.29	0.9728	82	"22,118"	0.0000	0.98					
waif			34.603	0.29	0.8718	90	"21,578"	0.0000	0.98					
zealously			34.603	0.29	0.9324	85	"21,914"	0.0000	0.98					
absorbent			34.602	0.29	0.8846	89	"21,638"	0.0000	0.98					
slake			34.602	0.29	0.9580	83	"22,036"	0.0000	0.98					
dockland			34.602	0.29	0.9462	84	"21,975"	0.0000	0.98					
loyally			34.602	0.29	0.9856	81	"22,204"	0.0000	0.98					
bate			34.602	0.29	0.9078	87	"21,780"	0.0000	0.98					
insubordination			34.601	0.29	0.9996	80	"22,268"	0.0000	0.98					
redshift			34.599	0.29	0.9441	84	"21,975"	0.0000	0.98					
whopper			34.599	0.29	0.9068	87	"21,780"	0.0000	0.98					
doctrinaire			34.597	0.29	0.9194	86	"21,845"	0.0000	0.98					
occipital			34.597	0.29	0.5838	125	"19,744"	0.0000	0.98					
inane			34.597	0.29	0.7958	97	"21,179"	0.0000	0.98					
tenaciously			34.596	0.29	0.9984	80	"22,268"	0.0000	0.98					
deprecate			34.594	0.29	0.9304	85	"21,914"	0.0000	0.98					
agronomist			34.594	0.29	0.9302	85	"21,914"	0.0000	0.98					
understaff			34.594	0.29	0.9568	83	"22,036"	0.0000	0.98					
halibut			34.594	0.29	0.9702	82	"22,118"	0.0000	0.98					
rhinestone			34.593	0.29	0.6759	111	"20,428"	0.0000	0.98					
thalamus			34.593	0.29	0.0000	597	"10,639"	0.0000	0.97					
enrapture			34.593	0.29	0.9293	85	"21,914"	0.0000	0.98					
peacemaking			34.592	0.29	0.9088	87	"21,780"	0.0000	0.98					
repressor			34.591	0.29	0.4913	143	"18,878"	0.0000	0.98					
leitmotif			34.590	0.29	0.8690	90	"21,578"	0.0000	0.98					
humorously			34.588	0.29	0.9411	84	"21,975"	0.0000	0.98					
returnee			34.587	0.29	0.9960	80	"22,268"	0.0000	0.98					
zonal			34.586	0.29	0.9417	84	"21,975"	0.0000	0.98					
inconsiderable			34.586	0.29	0.9677	82	"22,118"	0.0000	0.98					
rappel			34.585	0.29	0.8561	91	"21,522"	0.0000	0.98					
gyrate			34.583	0.29	0.9146	86	"21,845"	0.0000	0.98					
infarct			34.583	0.29	0.7658	100	"21,018"	0.0000	0.98					
velour			34.582	0.29	0.9277	85	"21,914"	0.0000	0.98					
palpably			34.582	0.29	0.9946	80	"22,268"	0.0000	0.98					
hypothetically			34.581	0.29	0.9944	80	"22,268"	0.0000	0.98					
fink			34.580	0.29	0.8779	89	"21,638"	0.0000	0.98					
spline			34.578	0.29	0.7118	106	"20,684"	0.0000	0.98					
hydrant			34.578	0.29	0.9532	83	"22,036"	0.0000	0.98					
arpeggio			34.577	0.29	0.8331	93	"21,419"	0.0000	0.98					
interdiction			34.577	0.29	0.9530	83	"22,036"	0.0000	0.98					
armful			34.577	0.29	0.5830	124	"19,796"	0.0000	0.98					
mulatto			34.577	0.29	0.9522	83	"22,036"	0.0000	0.98					
chairlift			34.577	0.29	0.9523	83	"22,036"	0.0000	0.98					
sacrilege			34.577	0.29	0.9258	85	"21,914"	0.0000	0.98					
byelaw			34.574	0.29	0.9651	82	"22,118"	0.0000	0.98					
mucky			34.573	0.29	0.8566	91	"21,522"	0.0000	0.98					
mutuality			34.571	0.29	0.9385	84	"21,975"	0.0000	0.98					
cutaway			34.571	0.29	0.8549	91	"21,522"	0.0000	0.98					
ret			34.571	0.29	0.6789	110	"20,477"	0.0000	0.98					
ignominious			34.570	0.29	0.8872	88	"21,698"	0.0000	0.98					
reactant			34.569	0.29	0.9000	87	"21,780"	0.0000	0.98					
bloodline			34.568	0.29	0.9631	82	"22,118"	0.0000	0.98					
laceration			34.567	0.29	0.9631	82	"22,118"	0.0000	0.98					
presentational			34.567	0.29	0.9502	83	"22,036"	0.0000	0.98					
headliner			34.566	0.29	0.8996	87	"21,780"	0.0000	0.98					
overcapacity			34.565	0.29	0.9903	80	"22,268"	0.0000	0.98					
encephalitis			34.564	0.29	0.9619	82	"22,118"	0.0000	0.98					
marginality			34.564	0.29	0.9619	82	"22,118"	0.0000	0.98					
memorization			34.562	0.29	0.8631	90	"21,578"	0.0000	0.98					
medulla			34.562	0.29	0.7091	106	"20,684"	0.0000	0.98					
dispiriting			34.562	0.29	0.9348	84	"21,975"	0.0000	0.98					
cutthroat			34.561	0.29	0.8526	91	"21,522"	0.0000	0.98					
ferrous			34.561	0.29	0.8851	88	"21,698"	0.0000	0.98					
relativist			34.560	0.29	0.9609	82	"22,118"	0.0000	0.98					
lac			34.559	0.29	0.9216	85	"21,914"	0.0000	0.98					
matchbox			34.557	0.29	0.8843	88	"21,698"	0.0000	0.98					
hallucinatory			34.557	0.29	0.9880	80	"22,268"	0.0000	0.98					
stonemason			34.557	0.29	0.9215	85	"21,914"	0.0000	0.98					
succour			34.553	0.29	0.8834	88	"21,698"	0.0000	0.98					
cayenne			34.553	0.29	0.8605	90	"21,578"	0.0000	0.98					
sandalwood			34.552	0.29	0.9587	82	"22,118"	0.0000	0.98					
verbalize			34.551	0.29	0.8841	88	"21,698"	0.0000	0.98					
tinfoil			34.550	0.29	0.9062	86	"21,845"	0.0000	0.98					
appealingly			34.550	0.29	0.9719	81	"22,204"	0.0000	0.98					
buttermilk			34.549	0.29	0.8945	87	"21,780"	0.0000	0.98					
acclimate			34.548	0.28	0.9859	80	"22,268"	0.0000	0.98					
abbess			34.548	0.28	1.0000	79	"22,334"	0.0000	0.99					
harmlessly			34.547	0.28	0.8940	87	"21,780"	0.0000	0.98					
dotty			34.547	0.28	0.6226	117	"20,117"	0.0000	0.98					
murk			34.547	0.28	0.8142	94	"21,362"	0.0000	0.98					
bloodletting			34.546	0.28	0.9578	82	"22,118"	0.0000	0.98					
bronco			34.546	0.28	0.5874	127	"19,636"	0.0000	0.98					
bangle			34.545	0.28	0.8471	91	"21,522"	0.0000	0.98					
pyrite			34.545	0.28	0.8258	93	"21,419"	0.0000	0.98					
tibia			34.545	0.28	0.9572	82	"22,118"	0.0000	0.98					
factorization			34.545	0.28	0.4981	140	"19,005"	0.0000	0.98					
optionally			34.544	0.28	0.7487	101	"20,969"	0.0000	0.98					
moraine			34.543	0.28	0.8813	88	"21,698"	0.0000	0.98					
safekeeping			34.543	0.28	0.9192	85	"21,914"	0.0000	0.98					
amusingly			34.542	0.28	0.8572	90	"21,578"	0.0000	0.98					
collectivist			34.542	0.28	0.8815	88	"21,698"	0.0000	0.98					
unweighted			34.540	0.28	0.7233	104	"20,801"	0.0000	0.98					
altimeter			34.537	0.28	0.9972	79	"22,334"	0.0000	0.99					
superannuation			34.535	0.28	0.9310	84	"21,975"	0.0000	0.98					
defensiveness			34.534	0.28	0.9684	81	"22,204"	0.0000	0.98					
briar			34.534	0.28	0.9541	82	"22,118"	0.0000	0.98					
methodologically			34.533	0.28	0.6363	115	"20,235"	0.0000	0.98					
sarong			34.533	0.28	0.9961	79	"22,334"	0.0000	0.99					
dressage			34.531	0.28	0.8339	92	"21,473"	0.0000	0.98					
undiluted			34.531	0.28	0.9813	80	"22,268"	0.0000	0.98					
bonhomie			34.530	0.28	0.7623	99	"21,070"	0.0000	0.98					
maddeningly			34.529	0.28	0.9951	79	"22,334"	0.0000	0.99					
melanin			34.529	0.28	0.9951	79	"22,334"	0.0000	0.99					
parsimony			34.529	0.28	0.7721	98	"21,126"	0.0000	0.98					
enticement			34.529	0.28	0.9266	84	"21,975"	0.0000	0.98					
crazily			34.527	0.28	0.6835	108	"20,565"	0.0000	0.98					
supernatant			34.527	0.28	0.0000	588	"10,710"	0.0000	0.97					
hale			34.524	0.28	0.5891	125	"19,744"	0.0000	0.98					
flan			34.521	0.28	0.9928	79	"22,334"	0.0000	0.99					
superconductivity			34.520	0.28	0.9119	85	"21,914"	0.0000	0.98					
disinformation			34.520	0.28	0.9388	83	"22,036"	0.0000	0.98					
carpal			34.519	0.28	0.9380	83	"22,036"	0.0000	0.98					
redoubt			34.518	0.28	0.9369	83	"22,036"	0.0000	0.98					
parturition			34.518	0.28	0.7517	100	"21,018"	0.0000	0.98					
sidecar			34.517	0.28	0.9783	80	"22,268"	0.0000	0.98					
destitution			34.515	0.28	0.9771	80	"22,268"	0.0000	0.98					
luxuriate			34.512	0.28	0.9761	80	"22,268"	0.0000	0.98					
personhood			34.512	0.28	0.6543	112	"20,375"	0.0000	0.98					
juke			34.511	0.28	0.8984	86	"21,845"	0.0000	0.98					
extrasolar			34.509	0.28	0.9618	81	"22,204"	0.0000	0.98					
fiendish			34.507	0.28	0.9749	80	"22,268"	0.0000	0.99					
majestically			34.507	0.28	0.8274	92	"21,473"	0.0000	0.98					
reapply			34.507	0.28	0.8985	86	"21,845"	0.0000	0.98					
doff			34.505	0.28	0.8951	86	"21,845"	0.0000	0.98					
purine			34.505	0.28	0.7865	96	"21,234"	0.0000	0.98					
undies			34.505	0.28	0.8833	87	"21,780"	0.0000	0.98					
lemur			34.504	0.28	0.9884	79	"22,334"	0.0000	0.99					
fieldworker			34.503	0.28	0.8073	94	"21,362"	0.0000	0.98					
pinion			34.502	0.28	0.7124	104	"20,801"	0.0000	0.98					
megalithic			34.502	0.28	0.9878	79	"22,334"	0.0000	0.99					
semiautomatic			34.501	0.28	0.9880	79	"22,334"	0.0000	0.99					
brasserie			34.501	0.28	0.8389	91	"21,522"	0.0000	0.98					
synod			34.500	0.28	0.8618	89	"21,638"	0.0000	0.98					
inflexibility			34.499	0.28	0.8837	87	"21,780"	0.0000	0.98					
aloe			34.498	0.28	0.9462	82	"22,118"	0.0000	0.98					
gyration			34.497	0.28	0.9455	82	"22,118"	0.0000	0.98					
hydrophobic			34.497	0.28	0.1957	258	"15,260"	0.0000	0.98					
blather			34.497	0.28	0.9055	85	"21,914"	0.0000	0.98					
gibbet			34.496	0.28	0.9444	82	"22,118"	0.0000	0.98					
ruffian			34.495	0.28	0.7739	97	"21,179"	0.0000	0.98					
scrotum			34.494	0.28	0.9312	83	"22,036"	0.0000	0.98					
prickle			34.494	0.28	0.2669	211	"16,537"	0.0000	0.98					
balaclava			34.492	0.28	0.9999	78	"22,420"	0.0000	0.99					
winemaker			34.492	0.28	0.9580	81	"22,204"	0.0000	0.98					
unadjusted			34.490	0.28	0.8813	87	"21,780"	0.0000	0.98					
distemper			34.489	0.28	0.9846	79	"22,334"	0.0000	0.99					
hairstylist			34.489	0.28	0.6021	119	"20,008"	0.0000	0.98					
lode			34.488	0.28	0.8801	87	"21,780"	0.0000	0.98					
